ULTRACEMCO,-2.41
LT,-2.35
GRASIM,-2.13
DRREDDY,-2.09
JSWSTEEL,-2.07
TITAN,-1.9
ONGC,-1.82
BAJFINANCE,-1.74
BHARTIARTL,-1.67
TECHM,-1.59
