ONGC,-1.82
TATASTEEL,-0.85
IOC,1.91
ZEEL,-1.47
ITC,0.31
POWERGRID,2.51
HDFCBANK,0.26
SBIN,1.12
NTPC,1.42
TATAMOTORS,-0.64
